Kód,Název,kampaně,Výrobce,Kód dodavatele,Sekce,Anotace,Popis,Parametry,Fotografie,Sazba DPH,cena bez DPH [Kč],cena s DPH [Kč],sleva [%],cena pro slevu,cena po slevě bez DPH [Kč],cena po slevě s DPH [Kč],skladem [ks],Dostupnost,záruka [měs.],Zobrazovat ve srovnávačích,cena za proklik [Kč],Kód EAN,Počet prodaných kusů,ID produktu,SEO Titulek,SEO Popis,Přílohy,Hmotnost,Šířka,Výška,Hloubka,Datum vytvoření,Viditelné - produkt,Viditelné - varianta,Varianta: Odstín BB,Varianta: Odstín tužka,Varianta: Odstín rtěnka 80408,Varianta: Odstín rtěnka 80409,Varianta: Dětský kartáček,Varianta: Kartáček ProDental,Varianta: Tužka na oči a obočí,Varianta: Rtěnka Cushion,Varianta: Tonální přípravek Cushion,Varianta: Tužka na obočí,Varianta: Ovocný balzám na rty,Varianta: Odstín pudru,Varianta: Počet kusů,Parametr: Akce,Parametr: Maximální koupitelný počet,Parametr: Min Limit,Parametr: Poměr základní,Parametr: Poměr ND,Parametr: Poměr D,Parametr: Typ vlasů,Parametr: Typ pleti,Parametr: Typ vložek,Parametr: Použití krému,Parametr: Vady pleti,Parametr: Objem,Parametr: Kusy,Parametr: Aktivní složky,Parametr: Neposílat do GEIS,Parametr: Emailový kurz,Parametr: Reálná hmotnost,Parametr: Pořadí v novinkách,Parametr: Doporučený věk,Parametr: Rádce s péčí o pleť,Parametr: Produktová řada,Parametr: Min Limit SK,Fotografie 1,Fotografie 2,Fotografie 3,Fotografie 4,Fotografie 5,Fotografie 6
90154,Aromatický polštář „Levandulový medvídek“,,,,,,"<div class=""description"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:13px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline""> </h2>

<div class=""description"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:13px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POPIS:</h2>

<p itemprop=""description"" style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Měkký medvídek s vůní levandule daruje vám a vašim dětem klidný a hluboký spánek. Uklidní, pomůže uvolnit se a odstraní stres, zbaví nadměrného rozrušení. Může pomoci zmírnit bolesti hlavy a poskytnout obranu proti virovým infekcím. Naplní ložnici nebo interiér vozu příjemnou vůní levandule.</p>
</div>

<div class=""instruction"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#000000; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POUŽITÍ:</h2>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Používejte v interiéru jako osvěžovač vzduchu.</p>
</div>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Balení: 1ks</p>
</div>

<div class=""instruction"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#000000; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline""> </p>
</div>",,,21,"736,36","891,00",0,"736,363","736,3636",891,0,,,Y,,,,148,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65301,Volupta+ pro ženy,WMS,,,Zdraví,"Základem působení gelu je aminokyselina L-arginin. V přípravku Volupta+ od tianDe je tato aktivní složka poprvé zastoupena v tak vysoké koncentraci. L-arginin spouští v těle proces produkce oxidu dusnatého (NO), který rozšiřuje cévy a zajišťuje tak mohutný příliv krve do pohlavních orgánů. Pravidelné působení L-argininu přispívá ke zlepšení krevního oběhu v pánevních orgánech, zvyšuje tonus intimních svalů, má příznivý vliv na organismus.","<div><strong>POTĚŠENÍ DO POSTELE: probuďte svou smyslnost! Základem působení gelu je aminokyselina L-arginin. V přípravku Volupta+ od tianDe je tato aktivní složka poprvé zastoupena v tak vysoké koncentraci. L-arginin spouští v těle proces produkce oxidu dusnatého (NO), který rozšiřuje cévy a zajišťuje tak mohutný příliv krve do pohlavních orgánů. Pravidelné působení L-argininu přispívá ke zlepšení krevního oběhu v pánevních orgánech, zvyšuje tonus intimních svalů, má příznivý vliv na organismus. Charakteristickým rysem gelu Volupta+ od tianDe je přítomnost kyseliny mléčné, která pečuje o intimní mikroflóru sliznice a udržuje přirozenou hladinu pH. Formule přípravku je obohacena o panthenol a allantoin, které hydratují, zjemňují sliznici a zabraňují vzniku podráždění.</strong></div>",,,21,"250,41","303,00",0,-1,"250,4132",303,28,,,Y,,4651456530113,7209,149,,,,"0,015",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,15,,,,,,,,,,2,"Allantoin,Kyselina mléčná,Mentol,Panthenol,Arginin",,,,,,,,15,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2406.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2407.jpeg,,,,
10305,Tónovací krém z ovčí placenty - tmavý,WMS,,,Pleť,"Spojuje v jednom přípravku vlastnosti korektoru a výživného krému: vyrovnává barvu pleti, maskuje vady, pleť získává svěží vzhled. Výborně zvlhčuje, chrání pokožku před škodlivými vlivy životního prostředí. Pleť obličeje získá sametově jemný a přirozený odstín.","<p><strong id=""docs-internal-guid-19710b4b-7fff-66a0-30da-e198d03d5dde"">Hledáte krém, který vaši pleť vyživí a zároveň skryje její nedokonalosti? Tmavý tónovací krém z ovčí placenty má jemnou konzistenci. Pleť optimálně změkčí a sjednotí její přirozený odstín.</strong></p>",,,21,"191,74","232,00",0,"172,562","191,7355",232,255,,,Y,,6922782606543,2233,150,,,,"0,05",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,15,,,,,"suchá pleť,smíšená pleť,normální pleť",,tónovací,,,1,"Arbutin,Kyselina stearinová,Oxid titaničitý,Placentární extrakt",,,170,,35+*50+,Pleťové krémy,Ovečková řada,15,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2770.png,https://www.kralovstvi-tiande.cz/data/photos/2024/03/p4943.png,https://www.kralovstvi-tiande.cz/data/photos/2024/08/p6443.jpeg,,,
10302,Vyhlazují krém na vrásky z ovčí placenty kosmetiky tianDe,WMS,,,Pleť,"Pomáhá redukovat pigmentaci a vyrovnává tonus a reliéf pokožky obličeje. Hydratuje a podporuje přirozené obranné mechanismy pokožky, posiluje její turgor, bojuje proti zarudnutí a olupování. Zpomaluje viditelné projevy příznaků stárnutí. Kosmetika řady Sheep Placenta obsahuje extrakt z placenty, který zahrnuje unikátní přírodní komplex biologicky aktivních látek pomáhajících stárnoucím kožním buňkám „vzpomenout si“ na mládí a stejně, jako nemluvňata, dostávat „na stříbrném talířku“ výživu, kterou potřebují pro aktivní růst a dělení. ","<p><strong>Hebký obličej bez vrásek. </strong><strong id=""docs-internal-guid-052b87d1-7fff-ce54-3e00-10c42eff353a"">Hledáte pleťový krém, který se během dne postará o svěží vzhled vašeho obličeje a zjemní vrásky? Vyhlazující krém z ovčí placenty je díky své jemné konzistenci příjemným kosmetickým přípravkem, který pleť optimálně hydratuje, vyživuje a vypíná.</strong></p>",,,21,"191,74","232,00",0,"172,562","191,7355",232,923,,,Y,,6922782606512,4720,151,,,,"0,05",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,15,,,,,"normální pleť,suchá pleť,smíšená pleť",,denní,,,1,"Kyselina hyaluronová,Kyselina stearinová,Placentární extrakt",,,5.85,,35+*50+,Pleťové krémy,Ovečková řada,15,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2808.png,https://www.kralovstvi-tiande.cz/data/photos/2024/03/p4927.png,https://www.kralovstvi-tiande.cz/data/photos/2024/08/p6439.jpeg,,,
12804,ZHENFEI - vyhlazující krém proti vráskám,,,,Pleť,,"<p>Má vyhlazující vlastnosti, stimuluje produkci vlastního kolagenu. Snižuje viditelnost hlubokých a mimických vrásek. Dodává pokožce prospěšné stopové prvky, hydratuje a zlepšuje látkovou výměnu v buňkách. Doporučuje se používat od 35 let.</p>",,,21,"289,17","349,90",0,"202,4215","289,1736","349,9",0,,,Y,,,,152,,,,"0,055",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,5,0,0,0,,,,"noční,noční,noční","vrásky,vrásky,vrásky","0,0,0","0,0,0",,0,0,196,,,,,5,,,,,,
12803,ZHENFEI - intenzivní hydratační krém,,,,Pleť,,"<p>Bohatá textura krému poskytuje optimální úroveň hydratace pokožky, která je tak měkká a sametová, pomáhá zachovat její hladkost a pružnost. Stimuluje proces regenerace buněk, chrání před škodlivými účinky životního prostředí. Doporučuje se používat od 35 let.</p>","<div>Produktová řada Zhenfei Perfect nese jméno čínské princezny, kterou zlý čaroděj proměnil ve stařenu. Produkty mají za úkol účinně bojovat <strong>proti stárnutí pokožky</strong>. Stavebním prvkem celé řady je <strong>výtažek z ťanšanského lotusu</strong>, který je důležitým zdrojem kvercetinu. Ten účinně bojuje <strong>proti vráskám a intenzivně hydratuje kůži</strong>. Najdete tu čistící mléko, peeling, hydratační krémy a gely. </div>",,21,"289,17","349,90",0,"202,4215","289,1736","349,9",0,,,Y,,,,153,,,,"0,055",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,"denní,denní,denní","vrásky,vrásky,vrásky","0,0,0","0,0,0",,0,0,194,,,,,1,,,,,,
12801,ZHENFEI - enzymatický peeling,,,,Pleť,,"<div>Zajišťuje <strong>perfektní čištění</strong>, <strong>zjemňuje</strong> a <strong>rozjasňuje</strong> pleť, vyhlazuje její povrch. Stimuluje obnovu buněk, <strong>redukuje</strong> počet <strong>jemných</strong> obličejových <strong>vrásek</strong> a <strong>pigmentových</strong> <strong>skvrn</strong>.</div>

<div>Doporučuje se používat od 35 let.</div>","<div>Produktová řada Zhenfei Perfect nese jméno čínské princezny, kterou zlý čaroděj proměnil ve stařenu. Produkty mají za úkol účinně bojovat <strong>proti stárnutí pokožky</strong>. Stavebním prvkem celé řady je <strong>výtažek z ťanšanského lotusu</strong>, který je důležitým zdrojem kvercetinu. Ten účinně bojuje <strong>proti vráskám a intenzivně hydratuje kůži</strong>. Najdete tu čistící mléko, peeling, hydratační krémy a gely. </div>",,21,"253,06","306,20",0,"253,06","253,0579","306,2",0,,,Y,,,,154,,,,"0,09",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,"5,5,5",0,0,0,,,,,"vrásky,vrásky,vrásky","0,0,0","0,0,0",,0,0,124,,,,,"5,5,5",,,,,,
12802,ZHENFEI - čistící mléko,,,,Pleť,,"<p>Jemně odstraňuje make-up a nečistoty z pokožky. Zvyšuje úroveň hydratace pokožky, která je pak měkčí a pružnější. Doporučuje se používat od 35 let.</p>","<div>Produktová řada Zhenfei Perfect nese jméno čínské princezny, kterou zlý čaroděj proměnil ve stařenu. Produkty mají za úkol účinně bojovat <strong>proti stárnutí pokožky</strong>. Stavebním prvkem celé řady je <strong>výtažek z ťanšanského lotusu</strong>, který je důležitým zdrojem kvercetinu. Ten účinně bojuje <strong>proti vráskám a intenzivně hydratuje kůži</strong>. Najdete tu čistící mléko, peeling, hydratační krémy a gely. </div>",,21,"292,48","353,90",0,"292,48","292,4793","353,9",0,,,Y,,,,155,,,,"0,09",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,"0,0,0",0,0,0,,,,,"vrásky,vrásky,vrásky","0,0,0","0,0,0",,0,0,123,,,,,"0,0,0",,,,,,
12805,ZHENFEI - omlazující energetická emulze,,,,Pleť,,"<div><strong>Dokonalost v luxusní péči!</strong></div>

<div> </div>

<div><strong>Intenzivně</strong> <strong>hydratuje</strong> pokožku a obnovuje její pevnost a pružnost. Podporuje obnovu pleti, <strong>vyrovnává</strong> její <strong>barvu</strong> a mikroreliéf tváře. Chrání pleť před škodlivými vlivy životního prostředí.</div>

<div><strong>Doporučuje se používat od 35 let</strong>.</div>","<div>Produktová řada Zhenfei Perfect nese jméno čínské princezny, kterou zlý čaroděj proměnil ve stařenu. Produkty mají za úkol účinně bojovat <strong>proti stárnutí pokožky</strong>. Stavebním prvkem celé řady je <strong>výtažek z ťanšanského lotusu</strong>, který je důležitým zdrojem kvercetinu. Ten účinně bojuje <strong>proti vráskám a intenzivně hydratuje kůži</strong>. Najdete tu čistící mléko, peeling, hydratační krémy a gely. </div>",,21,"318,84","385,80",0,"271,014","318,843","385,8",0,,,Y,,,,156,,,,0,,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,"podkladový,podkladový,podkladový","vrásky,vrásky,vrásky","45,45,45,45,45,45,45,45,45","0,0,0",,0,0,131,,,,,1,,,,,,
80406/07,"Zářivý lesk na rty ""City Style"" - č. 07",,,,Pleť/Líčení/Rty,,"<div class=""description"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:13px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POPIS:</h2>

<p itemprop=""description"" style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Teď už se nemusíte rozhodovat, jestli zářivý odstín nebo lesklý povlak - hybrid rtěnky a lesku City Style daruje vaším rtům všechno a hned! Má comeback efekt: pružná vrstva lesku se samovolně vyhladí po každém stisku rtů, nerozpíjí se a nestéká, neulpívá v záhybech pleti. Díky vitamínu E lesk skvělé vyživuje jemnou pleť rtů.</p>
</div>

<div class=""instruction"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#000000; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POUŽITÍ:</h2>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Používejte na suchou a čistou pokožku rtů.</p>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline""><span class=""obyom-p"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:40px; margin:0px; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">Váha: 6,8 g</span></p>
</div>",,,21,"115,12","139,30",0,"97,852","115,124","139,3",0,,,Y,,,,157,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
